gene-LOC111982896	XP_023901772.1
gene-LOC112000244	XP_023888110.1
gene-LOC112000255	XP_023888119.1
gene-LOC112000269	XP_023888140.1
gene-LOC112000256	
gene-LOC112000270	XP_023888141.1
gene-LOC112000257	XP_023888121.1
gene-LOC112000271	
gene-LOC112000245	
gene-LOC112000258	XP_023888122.1
gene-LOC112000272	XP_023888142.1
gene-LOC112000274	XP_023888144.1
gene-LOC112000273	XP_023888143.1
gene-LOC112000280	
gene-LOC112000285	XP_023888152.1
gene-LOC112000291	XP_023888160.1
gene-LOC112000292	XP_023888161.1
gene-LOC112000278	
gene-LOC112000290	XP_023888159.1
gene-LOC112000289	XP_023888158.1
gene-LOC112000288	XP_023888156.1
gene-LOC112000276	XP_023888146.1
gene-LOC112000281	XP_023888148.1
gene-LOC112000279	
gene-LOC112000286	XP_023888155.1
gene-LOC112000286	XP_023888153.1
gene-LOC112000286	XP_023888154.1
gene-LOC112000282	XP_023888149.1
gene-LOC112000283	XP_023888150.1
gene-LOC112000284	XP_023888151.1
gene-LOC112000275	XP_023888145.1
gene-LOC112000298	XP_023888165.1
gene-LOC112000299	
gene-LOC112000300	XP_023888167.1
gene-LOC112000301	XP_023888168.1
gene-LOC112000302	XP_023888169.1
gene-LOC112000318	XP_023888187.1
gene-LOC112000317	XP_023888186.1
gene-LOC112000328	XP_023888200.1
gene-LOC112000328	XP_023888199.1
gene-LOC112000303	XP_023888170.1
gene-LOC112000320	XP_023888189.1
gene-LOC112000320	XP_023888190.1
gene-LOC112000330	XP_023888207.1
gene-LOC112000325	XP_023888195.1
gene-LOC112000332	XP_023888208.1
gene-LOC112000322	XP_023888193.1
gene-LOC112000321	XP_023888191.1
gene-LOC112000321	XP_023888192.1
gene-LOC112000304	
gene-LOC112000315	XP_023888184.1
gene-LOC112000294	XP_023888162.1
gene-LOC112000305	XP_023888172.1
gene-LOC112000314	XP_023888183.1
gene-LOC112000295	XP_023888163.1
gene-LOC112000306	XP_023888173.1
gene-LOC112000307	XP_023888174.1
gene-LOC112000308	XP_023888175.1
gene-LOC112000333	XP_023888209.1
gene-LOC112000326	XP_023888196.1
gene-LOC112000313	XP_023888181.1
gene-LOC112000313	XP_023888182.1
gene-LOC112000313	XP_023888180.1
gene-LOC112000309	XP_023888176.1
gene-LOC112000327	XP_023888197.1
gene-LOC112000311	XP_023888178.1
gene-LOC112000323	XP_023888194.1
gene-LOC112000312	XP_023888179.1
gene-LOC112000296	XP_023888164.1
gene-LOC112000316	XP_023888185.1
gene-LOC112000334	XP_023888212.1
gene-LOC112000334	XP_023888210.1
gene-LOC112000329	XP_023888204.1
gene-LOC112000329	XP_023888203.1
gene-LOC112000329	XP_023888205.1
gene-LOC112000329	XP_023888201.1
gene-LOC112000329	XP_023888206.1
gene-LOC112000329	XP_023888202.1
gene-LOC112000319	XP_023888188.1
gene-LOC112000340	XP_023888219.1
gene-LOC112000335	XP_023888213.1
gene-LOC112000338	XP_023888217.1
gene-LOC112000337	XP_023888216.1
gene-LOC112000336	XP_023888214.1
gene-LOC112000336	XP_023888215.1
gene-LOC112000339	XP_023888218.1
gene-LOC112000342	XP_023888222.1
gene-LOC112000342	XP_023888221.1
gene-LOC112000342	XP_023888224.1
gene-LOC112000342	XP_023888223.1
gene-LOC112000341	XP_023888220.1
gene-LOC112000343	XP_023888225.1
gene-LOC112000344	
gene-LOC112000372	XP_023888255.1
gene-LOC112000372	XP_023888257.1
gene-LOC112000372	XP_023888256.1
gene-LOC112000372	XP_023888254.1
gene-LOC112000364	XP_023888246.1
gene-LOC112000377	XP_023888261.1
gene-LOC112000349	XP_023888230.1
gene-LOC112000349	XP_023888231.1
gene-LOC112000347	XP_023888228.1
gene-LOC112000347	XP_023888229.1
gene-LOC112000350	XP_023888232.1
gene-LOC112000361	XP_023888243.1
gene-LOC112000365	XP_023888247.1
gene-LOC112000363	XP_023888245.1
gene-TRNAK-CUU-21	
gene-LOC112000375	XP_023888258.1
gene-LOC112000352	
gene-LOC112000345	XP_023888226.1
gene-LOC112000346	XP_023888227.1
gene-LOC112000351	XP_023888234.1
gene-LOC112000379	XP_023888265.1
gene-LOC112000379	XP_023888266.1
gene-LOC112000379	XP_023888267.1
gene-LOC112000378	XP_023888262.1
gene-LOC112000378	XP_023888263.1
gene-LOC112000378	XP_023888264.1
gene-LOC112000369	XP_023888252.1
gene-LOC112000368	XP_023888250.1
gene-LOC112000368	XP_023888249.1
gene-LOC112000368	XP_023888248.1
gene-LOC112000367	
gene-LOC112000353	XP_023888235.1
gene-LOC112000354	XP_023888236.1
gene-LOC112000370	
gene-LOC112000355	XP_023888237.1
gene-LOC112000371	XP_023888253.1
gene-LOC112000356	XP_023888238.1
gene-LOC112000358	XP_023888239.1
gene-LOC112000359	XP_023888241.1
gene-LOC112000360	XP_023888242.1
gene-LOC112000376	XP_023888259.1
gene-LOC112000362	XP_023888244.1
gene-LOC112000391	XP_023888281.1
gene-LOC112000402	
gene-LOC112000384	XP_023888269.1
gene-LOC112000385	
gene-LOC112000381	
gene-LOC112000386	XP_023888270.1
gene-LOC112000382	XP_023888268.1
gene-LOC112000398	XP_023888290.1
gene-LOC112000395	XP_023888285.1
gene-LOC112000400	XP_023888292.1
gene-LOC112000392	XP_023888282.1
gene-LOC112000396	XP_023888287.1
gene-LOC112000396	XP_023888286.1
gene-LOC112000397	
gene-LOC112000387	XP_023888271.1
gene-LOC112000393	XP_023888283.1
gene-LOC112000393	XP_023888284.1
gene-LOC112000388	XP_023888272.1
gene-LOC112000390	XP_023888275.1
gene-LOC112000390	XP_023888277.1
gene-LOC112000390	XP_023888276.1
gene-LOC112000390	XP_023888280.1
gene-LOC112000390	XP_023888274.1
gene-LOC112000390	XP_023888278.1
gene-LOC112000390	XP_023888279.1
gene-LOC112000399	XP_023888291.1
gene-LOC112000401	XP_023888293.1
gene-LOC112000389	XP_023888273.1
gene-LOC112000383	
gene-LOC112000404	XP_023888295.1
gene-LOC112000405	XP_023888296.1
gene-LOC112000406	XP_023888297.1
gene-LOC112000424	XP_023888310.1
gene-LOC112000407	XP_023888298.1
gene-LOC112000403	
gene-LOC112000408	XP_023888299.1
gene-LOC112000410	XP_023888300.1
gene-LOC112000411	XP_023888301.1
gene-LOC112000412	
gene-LOC112000413	XP_023888303.1
gene-LOC112000414	
gene-LOC112000415	
gene-LOC112000416	
gene-LOC112000417	XP_023888304.1
gene-LOC112000418	XP_023888305.1
gene-LOC112000420	XP_023888306.1
gene-LOC112000421	XP_023888307.1
gene-LOC112000422	XP_023888308.1
gene-LOC112000423	
gene-LOC112000449	XP_023888361.1
gene-LOC112000450	XP_023888362.1
gene-LOC112000464	XP_023888370.1
gene-LOC112000469	XP_023888374.1
gene-LOC112000469	XP_023888375.1
gene-LOC112000465	
gene-LOC112000473	
gene-LOC112000477	XP_023888384.1
gene-LOC112000468	XP_023888372.1
gene-LOC112000468	XP_023888373.1
gene-TRNAG-GCC-23	
gene-LOC112000443	XP_023888347.1
gene-LOC112000442	XP_023888344.1
gene-LOC112000442	XP_023888346.1
gene-LOC112000442	XP_023888345.1
gene-LOC112000444	XP_023888348.1
gene-LOC112000444	XP_023888349.1
gene-LOC112000466	XP_023888371.1
gene-LOC112000478	XP_023888385.1
gene-LOC112000451	XP_023888363.1
gene-LOC112000436	XP_023888326.1
gene-LOC112000436	XP_023888325.1
gene-LOC112000436	XP_023888329.1
gene-LOC112000436	XP_023888330.1
gene-LOC112000436	XP_023888327.1
gene-LOC112000436	XP_023888328.1
gene-LOC112000435	XP_023888324.1
gene-LOC112000440	XP_023888341.1
gene-LOC112000440	XP_023888340.1
gene-LOC112000452	XP_023888364.1
gene-LOC112000431	XP_023888319.1
gene-LOC112000431	XP_023888318.1
gene-LOC112000432	XP_023888320.1
gene-LOC112000433	XP_023888321.1
gene-LOC112000453	
gene-LOC112000454	XP_023888365.1
gene-LOC112000428	XP_023888314.1
gene-LOC112000472	XP_023888381.1
gene-LOC112000430	XP_023888317.1
gene-LOC112000455	XP_023888366.1
gene-LOC112000456	XP_023888367.1
gene-LOC112000471	XP_023888380.1
gene-LOC112000458	
gene-LOC112000434	XP_023888322.1
gene-LOC112000425	XP_023888311.1
gene-LOC112000441	XP_023888343.1
gene-LOC112000459	
gene-LOC112000427	XP_023888313.1
gene-LOC112000429	XP_023888315.1
gene-LOC112000446	XP_023888360.1
gene-LOC112000446	XP_023888356.1
gene-LOC112000446	XP_023888358.1
gene-LOC112000446	XP_023888355.1
gene-LOC112000446	XP_023888357.1
gene-LOC112000446	XP_023888359.1
gene-LOC112000446	XP_023888353.1
gene-LOC112000446	XP_023888354.1
gene-LOC112000446	XP_023888352.1
gene-LOC112000445	XP_023888350.1
gene-LOC112000439	XP_023888339.1
gene-LOC112000470	XP_023888378.1
gene-LOC112000470	XP_023888377.1
gene-LOC112000470	XP_023888379.1
gene-LOC112000476	XP_023888383.1
gene-LOC112000460	
gene-LOC112000461	
gene-LOC112000462	
gene-LOC112000426	XP_023888312.1
gene-LOC112000463	XP_023888369.1
gene-LOC112000437	XP_023888331.1
gene-LOC112000437	XP_023888334.1
gene-LOC112000437	XP_023888332.1
gene-LOC112000438	XP_023888338.1
gene-LOC112000438	XP_023888336.1
gene-LOC112000438	XP_023888337.1
gene-LOC112000438	XP_023888335.1
gene-LOC112000474	XP_023888382.1
gene-LOC112000480	
gene-LOC112000481	XP_023888388.1
gene-LOC112000482	XP_023888389.1
gene-LOC112000483	XP_023888390.1
gene-LOC112000484	XP_023888391.1
gene-LOC112000484	XP_023888393.1
gene-LOC112000484	XP_023888392.1
gene-LOC112000487	XP_023888394.1
gene-LOC112000486	
gene-LOC112000488	XP_023888396.1
gene-LOC112000489	XP_023888397.1
gene-LOC112000490	XP_023888398.1
gene-LOC112000491	XP_023888399.1
gene-LOC112000492	XP_023888400.1
gene-LOC112000493	XP_023888401.1
gene-LOC112000494	XP_023888402.1
gene-LOC112000496	XP_023888403.1
gene-LOC112000497	XP_023888404.1
gene-LOC112000498	XP_023888406.1
gene-LOC112000499	XP_023888407.1
gene-LOC112000500	XP_023888408.1
gene-LOC112000509	XP_023888415.1
gene-LOC112000517	XP_023888427.1
gene-LOC112000517	XP_023888429.1
gene-LOC112000517	XP_023888428.1
gene-LOC112000508	XP_023888414.1
gene-LOC112000510	XP_023888416.1
gene-LOC112000511	XP_023888417.1
gene-LOC112000512	XP_023888419.1
gene-LOC112000512	XP_023888421.1
gene-LOC112000512	XP_023888420.1
gene-LOC112000512	XP_023888418.1
gene-LOC112000519	XP_023888436.1
gene-LOC112000519	XP_023888434.1
gene-LOC112000519	XP_023888431.1
gene-LOC112000519	XP_023888435.1
gene-LOC112000519	XP_023888432.1
gene-LOC112000519	XP_023888433.1
gene-LOC112000503	XP_023888411.1
gene-LOC112000521	XP_023888443.1
gene-LOC112000521	XP_023888444.1
gene-LOC112000521	XP_023888442.1
gene-LOC112000505	
gene-LOC112000520	XP_023888437.1
gene-LOC112000520	XP_023888439.1
gene-LOC112000520	XP_023888440.1
gene-LOC112000520	XP_023888441.1
gene-LOC112000520	XP_023888438.1
gene-LOC112000518	XP_023888430.1
gene-LOC112000525	XP_023888451.1
gene-LOC112000514	XP_023888422.1
gene-LOC112000522	XP_023888448.1
gene-LOC112000522	XP_023888447.1
gene-LOC112000522	XP_023888446.1
gene-LOC112000522	XP_023888445.1
gene-LOC112000506	
gene-LOC112000516	XP_023888426.1
gene-LOC112000516	XP_023888425.1
gene-LOC112000515	XP_023888423.1
gene-LOC112000524	XP_023888449.1
gene-LOC112000507	XP_023888413.1
gene-LOC112000501	XP_023888409.1
gene-LOC112000502	XP_023888410.1
gene-LOC112000538	
gene-LOC112000528	
gene-LOC112000529	XP_023888453.1
gene-LOC112000530	
gene-LOC112000531	
gene-LOC112000536	XP_023888457.1
gene-LOC112000532	
gene-LOC112000533	XP_023888455.1
gene-LOC112000534	XP_023888456.1
gene-LOC112000527	
gene-LOC112000526	XP_023888452.1
gene-LOC112000535	
gene-LOC112000540	XP_023888459.1
gene-LOC112000541	XP_023888460.1
gene-LOC112000542	
gene-LOC112000543	XP_023888461.1
gene-LOC112000622	XP_023888541.1
gene-LOC112000544	XP_023888462.1
gene-LOC112000545	XP_023888463.1
gene-LOC112000546	XP_023888464.1
gene-LOC112000547	XP_023888465.1
gene-LOC112000548	XP_023888466.1
gene-LOC112000550	XP_023888467.1
gene-LOC112000551	XP_023888468.1
gene-LOC112000552	XP_023888469.1
gene-LOC112000632	XP_023888551.1
gene-LOC112000632	XP_023888552.1
gene-LOC112000553	XP_023888471.1
gene-LOC112000554	XP_023888472.1
gene-LOC112000555	XP_023888473.1
gene-LOC112000556	XP_023888474.1
gene-LOC112000557	XP_023888475.1
gene-LOC112000558	XP_023888476.1
gene-LOC112000559	XP_023888477.1
gene-LOC112000626	XP_023888545.1
gene-LOC112000561	XP_023888478.1
gene-LOC112000562	XP_023888479.1
gene-LOC112000563	XP_023888480.1
gene-LOC112000564	XP_023888482.1
gene-LOC112000565	XP_023888483.1
gene-LOC112000566	XP_023888484.1
gene-LOC112000567	XP_023888485.1
gene-LOC112000568	XP_023888486.1
gene-LOC112000569	XP_023888487.1
gene-LOC112000570	XP_023888488.1
gene-LOC112000572	XP_023888489.1
gene-LOC112000573	XP_023888490.1
gene-LOC112000627	XP_023888546.1
gene-LOC112000574	XP_023888491.1
gene-LOC112000575	XP_023888493.1
gene-LOC112000576	XP_023888494.1
gene-LOC112000577	XP_023888495.1
gene-LOC112000578	XP_023888496.1
gene-LOC112000621	XP_023888540.1
gene-LOC112000579	XP_023888497.1
gene-LOC112000580	XP_023888498.1
gene-LOC112000581	XP_023888499.1
gene-LOC112000623	XP_023888542.1
gene-LOC112000583	XP_023888500.1
gene-LOC112000584	XP_023888501.1
gene-LOC112000585	XP_023888502.1
gene-LOC112000586	XP_023888504.1
gene-LOC112000587	XP_023888505.1
gene-LOC112000628	XP_023888547.1
gene-LOC112000588	XP_023888506.1
gene-LOC112000589	XP_023888507.1
gene-LOC112000629	XP_023888548.1
gene-LOC112000539	XP_023888458.1
gene-LOC112000590	XP_023888508.1
gene-LOC112000625	XP_023888544.1
gene-LOC112000591	XP_023888509.1
gene-LOC112000592	XP_023888511.1
gene-LOC112000593	XP_023888512.1
gene-LOC112000594	XP_023888513.1
gene-LOC112000595	XP_023888514.1
gene-LOC112000596	XP_023888515.1
gene-LOC112000597	XP_023888516.1
gene-LOC112000631	XP_023888550.1
gene-LOC112000598	XP_023888517.1
gene-LOC112000600	XP_023888519.1
gene-LOC112000601	XP_023888520.1
gene-LOC112000602	XP_023888521.1
gene-LOC112000624	XP_023888543.1
gene-LOC112000603	XP_023888522.1
gene-LOC112000604	XP_023888523.1
gene-LOC112000605	XP_023888524.1
gene-LOC112000633	XP_023888553.1
gene-LOC112000606	XP_023888525.1
gene-LOC112000607	XP_023888526.1
gene-LOC112000608	XP_023888527.1
gene-LOC112000609	XP_023888528.1
gene-LOC112000610	XP_023888529.1
gene-LOC112000611	XP_023888530.1
gene-LOC112000630	XP_023888549.1
gene-LOC112000612	XP_023888531.1
gene-LOC112000613	XP_023888532.1
gene-LOC112000614	XP_023888533.1
gene-LOC112000615	XP_023888534.1
gene-LOC112000616	XP_023888535.1
gene-LOC112000618	XP_023888536.1
gene-LOC112000619	XP_023888537.1
gene-LOC112000620	XP_023888538.1
gene-LOC112000640	XP_023888560.1
gene-LOC112000649	XP_023888571.1
gene-LOC112000648	XP_023888568.1
gene-LOC112000648	XP_023888569.1
gene-LOC112000648	XP_023888570.1
gene-LOC112000641	XP_023888561.1
gene-LOC112000636	XP_023888557.1
gene-LOC112000650	XP_023888572.1
gene-LOC112000650	XP_023888573.1
gene-LOC112000652	XP_023888574.1
gene-LOC112000639	XP_023888559.1
gene-LOC112000655	XP_023888578.1
gene-LOC112000638	
gene-LOC112000642	XP_023888562.1
gene-LOC112000643	XP_023888563.1
gene-LOC112000644	XP_023888564.1
gene-LOC112000645	XP_023888565.1
gene-LOC112000646	XP_023888566.1
gene-LOC112000637	XP_023888558.1
gene-LOC112000654	XP_023888577.1
gene-LOC112000634	XP_023888555.1
gene-LOC112000635	XP_023888556.1
gene-LOC112000653	XP_023888576.1
gene-LOC112000647	XP_023888567.1
gene-LOC112000656	
gene-LOC112000661	XP_023888583.1
gene-LOC112000662	XP_023888584.1
gene-LOC112000663	XP_023888586.1
gene-LOC112000680	XP_023888609.1
gene-LOC112000676	XP_023888604.1
gene-LOC112000664	XP_023888587.1
gene-LOC112000679	XP_023888608.1
gene-LOC112000678	XP_023888607.1
gene-LOC112000665	XP_023888588.1
gene-LOC112000658	XP_023888580.1
gene-LOC112000658	XP_023888582.1
gene-LOC112000658	XP_023888581.1
gene-LOC112000675	XP_023888601.1
gene-LOC112000675	XP_023888602.1
gene-LOC112000657	XP_023888579.1
gene-LOC112000672	XP_023888599.1
gene-LOC112000666	XP_023888589.1
gene-LOC112000667	XP_023888590.1
gene-LOC112000668	XP_023888591.1
gene-LOC112000669	XP_023888593.1
gene-LOC112000671	XP_023888597.1
gene-LOC112000671	XP_023888598.1
gene-LOC112000671	XP_023888596.1
gene-LOC112000671	XP_023888595.1
gene-LOC112000677	XP_023888605.1
gene-LOC112000677	XP_023888606.1
gene-LOC112000674	XP_023888600.1
gene-TRNAE-CUC-25	
gene-LOC112000670	XP_023888594.1
gene-LOC112000769	XP_023888697.1
gene-LOC112000684	XP_023888612.1
gene-LOC112000685	XP_023888613.1
gene-LOC112000686	XP_023888615.1
gene-LOC112000687	XP_023888616.1
gene-LOC112000688	XP_023888617.1
gene-LOC112000689	XP_023888618.1
gene-LOC112000690	XP_023888620.1
gene-LOC112000691	XP_023888621.1
gene-LOC112000692	XP_023888622.1
gene-LOC112000694	XP_023888623.1
gene-LOC112000768	XP_023888696.1
gene-LOC112000695	XP_023888624.1
gene-LOC112000696	XP_023888625.1
gene-LOC112000697	XP_023888627.1
gene-LOC112000698	XP_023888628.1
gene-LOC112000699	XP_023888629.1
gene-LOC112000700	XP_023888630.1
gene-LOC112000701	XP_023888631.1
gene-LOC112000702	XP_023888632.1
gene-LOC112000703	XP_023888633.1
gene-LOC112000705	
gene-LOC112000706	XP_023888634.1
gene-LOC112000707	XP_023888635.1
gene-LOC112000708	XP_023888637.1
gene-LOC112000709	XP_023888638.1
gene-LOC112000710	XP_023888639.1
gene-LOC112000711	XP_023888640.1
gene-LOC112000712	XP_023888641.1
gene-LOC112000713	XP_023888642.1
gene-LOC112000714	XP_023888643.1
gene-LOC112000716	XP_023888644.1
gene-LOC112000717	XP_023888645.1
gene-LOC112000718	XP_023888646.1
gene-LOC112000719	XP_023888648.1
gene-LOC112000720	XP_023888649.1
gene-LOC112000721	XP_023888650.1
gene-LOC112000722	XP_023888651.1
gene-LOC112000723	XP_023888652.1
gene-LOC112000724	XP_023888653.1
gene-LOC112000725	XP_023888654.1
gene-LOC112000727	XP_023888655.1
gene-LOC112000728	XP_023888656.1
gene-LOC112000729	XP_023888657.1
gene-LOC112000730	XP_023888659.1
gene-LOC112000766	XP_023888694.1
gene-LOC112000731	XP_023888660.1
gene-LOC112000682	XP_023888610.1
gene-LOC112000682	XP_023888611.1
gene-LOC112000732	XP_023888661.1
gene-LOC112000733	XP_023888662.1
gene-LOC112000734	XP_023888663.1
gene-LOC112000735	XP_023888664.1
gene-LOC112000736	XP_023888665.1
gene-LOC112000764	XP_023888692.1
gene-LOC112000738	XP_023888666.1
gene-LOC112000739	XP_023888667.1
gene-LOC112000740	XP_023888668.1
gene-LOC112000741	XP_023888670.1
gene-LOC112000742	XP_023888671.1
gene-LOC112000743	XP_023888672.1
gene-LOC112000744	XP_023888673.1
gene-LOC112000745	XP_023888674.1
gene-LOC112000767	XP_023888695.1
gene-LOC112000746	XP_023888675.1
gene-LOC112000747	XP_023888676.1
gene-LOC112000762	XP_023888691.1
gene-LOC112000749	XP_023888677.1
gene-LOC112000750	XP_023888678.1
gene-LOC112000751	XP_023888679.1
gene-LOC112000752	XP_023888681.1
gene-LOC112000761	XP_023888690.1
gene-LOC112000753	XP_023888682.1
gene-LOC112000765	XP_023888693.1
gene-LOC112000754	XP_023888683.1
gene-LOC112000755	XP_023888684.1
gene-LOC112000756	XP_023888685.1
gene-LOC112000757	XP_023888686.1
gene-LOC112000758	XP_023888687.1
gene-LOC112000759	XP_023888688.1
gene-LOC112000760	XP_023888689.1
gene-LOC112000771	XP_023888700.1
gene-LOC112000809	XP_023888746.1
gene-LOC112000770	XP_023888698.1
gene-LOC112000770	XP_023888699.1
gene-LOC112000816	XP_023888754.1
gene-LOC112000817	XP_023888756.1
gene-LOC112000817	XP_023888755.1
gene-LOC112000784	XP_023888717.1
gene-LOC112000805	XP_023888742.1
gene-LOC112000821	XP_023888759.1
gene-LOC112000785	XP_023888718.1
gene-LOC112000774	XP_023888702.1
gene-LOC112000786	XP_023888719.1
gene-LOC112000787	XP_023888721.1
gene-LOC112000804	XP_023888741.1
gene-LOC112000783	XP_023888716.1
gene-LOC112000814	
gene-LOC112000788	XP_023888722.1
gene-LOC112000815	XP_023888752.1
gene-LOC112000789	XP_023888723.1
gene-LOC112000813	
gene-LOC112000819	XP_023888758.1
gene-LOC112000820	
gene-LOC112000806	XP_023888743.1
gene-LOC112000790	
gene-LOC112000791	XP_023888726.1
gene-LOC112000792	XP_023888727.1
gene-LOC112000793	XP_023888728.1
gene-LOC112000772	
gene-LOC112000773	XP_023888701.1
gene-LOC112000782	XP_023888715.1
gene-LOC112000782	XP_023888714.1
gene-LOC112000810	XP_023888748.1
gene-LOC112000795	XP_023888729.1
gene-LOC112000796	XP_023888730.1
gene-LOC112000808	XP_023888745.1
gene-LOC112000797	XP_023888732.1
gene-LOC112000811	XP_023888750.1
gene-LOC112000811	XP_023888749.1
gene-LOC112000798	XP_023888733.1
gene-LOC112000818	XP_023888757.1
gene-LOC112000812	XP_023888751.1
gene-LOC112000780	XP_023888709.1
gene-LOC112000780	XP_023888711.1
gene-LOC112000780	XP_023888710.1
gene-LOC112000799	XP_023888734.1
gene-LOC112000775	XP_023888703.1
gene-LOC112000775	XP_023888704.1
gene-LOC112000776	XP_023888706.1
gene-LOC112000776	XP_023888705.1
gene-LOC112000777	XP_023888707.1
gene-LOC112000778	XP_023888708.1
gene-LOC112000802	XP_023888737.1
gene-LOC112000802	XP_023888738.1
gene-LOC112000823	
gene-LOC112000803	XP_023888740.1
gene-LOC112000824	
gene-LOC112000781	XP_023888713.1
gene-LOC112000800	XP_023888735.1
gene-LOC112000807	XP_023888744.1
gene-LOC112000825	
gene-LOC112000801	XP_023888736.1
gene-LOC112000826	XP_023888762.1
gene-LOC112000826	XP_023888760.1
gene-LOC112000837	XP_023888774.1
gene-LOC112000837	XP_023888775.1
gene-LOC112000828	XP_023888765.1
gene-LOC112000827	XP_023888764.1
gene-LOC112000827	XP_023888763.1
gene-LOC112000835	XP_023888772.1
gene-LOC112000834	XP_023888771.1
gene-LOC112000829	XP_023888766.1
gene-LOC112000836	XP_023888773.1
gene-LOC112000841	XP_023888779.1
gene-LOC112000830	XP_023888767.1
gene-LOC112000840	
gene-LOC112000842	
gene-LOC112000843	
gene-LOC112000831	XP_023888768.1
gene-LOC112000833	XP_023888770.1
gene-LOC112000832	XP_023888769.1
gene-LOC112000839	XP_023888777.1
gene-LOC112000839	XP_023888776.1
gene-LOC112000867	XP_023888806.1
gene-LOC112000846	XP_023888782.1
gene-LOC112000873	XP_023888812.1
gene-LOC112000864	XP_023888803.1
gene-LOC112000872	XP_023888810.1
gene-LOC112000875	XP_023888815.1
gene-LOC112000874	XP_023888813.1
gene-LOC112000874	XP_023888814.1
gene-LOC112000850	XP_023888785.1
gene-LOC112000877	XP_023888818.1
gene-LOC112000857	XP_023888793.1
gene-LOC112000862	XP_023888802.1
gene-LOC112000862	XP_023888801.1
gene-LOC112000862	XP_023888800.1
gene-LOC112000865	XP_023888804.1
gene-LOC112000851	XP_023888786.1
gene-LOC112000879	
gene-LOC112000861	XP_023888799.1
gene-LOC112000861	XP_023888798.1
gene-LOC112000860	XP_023888797.1
gene-LOC112000852	XP_023888787.1
gene-LOC112000859	XP_023888796.1
gene-LOC112000853	
gene-LOC112000869	
gene-LOC112000858	XP_023888794.1
gene-LOC112000858	XP_023888795.1
gene-LOC112000866	XP_023888805.1
gene-LOC112000847	XP_023888784.1
gene-LOC112000847	XP_023888783.1
gene-TRNAA-UGC-15	
gene-LOC112000868	XP_023888807.1
gene-LOC112000844	
gene-LOC112000854	XP_023888789.1
gene-LOC112000854	XP_023888790.1
gene-LOC112000854	XP_023888791.1
gene-LOC112000845	XP_023888781.1
gene-LOC112000845	XP_023888780.1
gene-LOC112000876	XP_023888817.1
gene-LOC112000856	XP_023888792.1
gene-LOC112000871	XP_023888808.1
gene-LOC112000871	XP_023888809.1
gene-LOC112000878	
gene-LOC112000885	XP_023888823.1
gene-LOC112000886	XP_023888824.1
gene-LOC112000955	XP_023888892.1
gene-LOC112000887	XP_023888825.1
gene-LOC112000888	XP_023888826.1
gene-LOC112000889	XP_023888827.1
gene-LOC112000890	XP_023888828.1
gene-LOC112000892	XP_023888829.1
gene-LOC112000884	XP_023888822.1
gene-LOC112000893	XP_023888830.1
gene-LOC112000894	XP_023888831.1
gene-LOC112000895	XP_023888832.1
gene-LOC112000954	XP_023888891.1
gene-LOC112000896	XP_023888833.1
gene-LOC112000897	XP_023888834.1
gene-LOC112000898	XP_023888835.1
gene-LOC112000899	XP_023888836.1
gene-LOC112000900	XP_023888837.1
gene-LOC112000901	XP_023888838.1
gene-LOC112000959	
gene-LOC112000903	XP_023888839.1
gene-LOC112000904	XP_023888840.1
gene-LOC112000905	XP_023888841.1
gene-LOC112000906	XP_023888843.1
gene-LOC112000907	XP_023888844.1
gene-LOC112000908	XP_023888845.1
gene-LOC112000909	XP_023888846.1
gene-LOC112000910	XP_023888847.1
gene-LOC112000911	XP_023888848.1
gene-LOC112000882	XP_023888819.1
gene-LOC112000912	XP_023888849.1
gene-LOC112000914	XP_023888850.1
gene-LOC112000915	XP_023888851.1
gene-LOC112000916	XP_023888852.1
gene-LOC112000917	XP_023888854.1
gene-LOC112000956	XP_023888893.1
gene-LOC112000918	XP_023888855.1
gene-LOC112000919	XP_023888856.1
gene-LOC112000920	XP_023888857.1
gene-LOC112000921	XP_023888858.1
gene-LOC112000922	XP_023888859.1
gene-LOC112000923	XP_023888860.1
gene-LOC112000925	XP_023888861.1
gene-LOC112000926	XP_023888862.1
gene-LOC112000927	XP_023888863.1
gene-LOC112000928	XP_023888865.1
gene-LOC112000929	XP_023888866.1
gene-LOC112000930	XP_023888867.1
gene-LOC112000883	XP_023888820.1
gene-LOC112000931	XP_023888868.1
gene-LOC112000932	XP_023888869.1
gene-LOC112000933	XP_023888870.1
gene-LOC112000934	XP_023888871.1
gene-LOC112000936	XP_023888872.1
gene-LOC112000937	XP_023888873.1
gene-LOC112000938	XP_023888874.1
gene-LOC112000939	XP_023888876.1
gene-LOC112000940	XP_023888877.1
gene-LOC112000941	XP_023888878.1
gene-LOC112000958	XP_023888894.1
gene-LOC112000942	XP_023888879.1
gene-LOC112000943	XP_023888880.1
gene-LOC112000944	XP_023888881.1
gene-LOC112000945	
gene-LOC112000947	XP_023888882.1
gene-LOC112000948	XP_023888883.1
gene-LOC112000949	XP_023888884.1
gene-LOC112000950	XP_023888887.1
gene-LOC112000951	XP_023888888.1
gene-LOC112000952	XP_023888889.1
gene-LOC112000953	XP_023888890.1
gene-LOC112000960	XP_023888896.1
gene-LOC112000960	XP_023888895.1
gene-LOC112000961	XP_023888898.1
gene-LOC112000962	XP_023888899.1
gene-LOC112000967	XP_023888905.1
gene-LOC112000967	XP_023888904.1
gene-LOC112000964	
